description,height,weight,base_experience,is_legendary,is_mythical,generation,hp,attack,defense,special-attack,special-defense,speed
"Njihova krila su suviše mala da bi im dozvolila da lete. Čuvaju svoje zadnje kosti kostima koje je sakupio Mandibaz. Krila su mu suviše mala da bi mogla da leti. Kako se približava vreme da se razvije, odbacuje kosti koje je nosio. Oni imaju tendenciju da svoje zadnjice čuvaju odgovarajućim kostima koje su pronašli. Oni jure slabe Pokemone.",5,90,74,FALSE,FALSE,generation-v,70,55,75,45,65,60
"Da bi zastrašio napadače, rasteže vatru na repu da bi izgledao veći. Koristi plafone i zidove za pokretanje vazdušnih napada. Njegov vatreni rep je samo jedno oružje. Vešto kontroliše intenzitet vatre na svom repu kako bi svoje neprijatelje držao na idealnoj udaljenosti.",9,220,142,FALSE,FALSE,generation-iv,64,78,52,78,52,81
Kompresija energije iz njegovog unutrašnjeg jezgra omogućava mu da ispali napad koji može da oduva planinu. Sunčeva energija koju apsorbuju narandžasti kristali njegovog tela se iznutra uvećava i ispaljuje iz njegovih usta. Sunčevi zraci koje apsorbuje se obrađuju u njegovom energetskom jezgru i ispaljuju kao svetlosna lopta.,17,2600,232,FALSE,FALSE,generation-v,85,135,130,60,80,25
"Ovaj Pokemon je veoma popularan kao pastirski pas u regionu Galar. Dok trči, proizvodi električnu energiju iz osnove svog repa. Ovaj proždrljivi Pokemon samo pomaže ljudima u njihovom poslu jer želi poslastice. Dok trči, pucketa od struje.",3,135,54,FALSE,FALSE,generation-viii,59,45,50,40,50,26
"Dušu koja nije mogla da pređe u zagrobni život vetar je raznosio sve dok se nije zaplela u osušenu travu i postala Pokemon. Čak ni Bramblin ne zna kuda je krenuo dok se prevrće po divljini, nošen vetrom. Mrzi da se pokvasi.",6,6,55,FALSE,FALSE,generation-ix,40,65,30,45,35,60
"Kada vibriraju izbočine na glavi, mogu napraviti talase u vodi ili vibracije slične zemljotresu na kopnu. Živi u vodi i na kopnu. Koristi svoj dugi, lepljivi jezik da uhvati plen. Živi u vodi i na kopnu. Koristi svoj dugi, lepljivi jezik da imobiliše svoje protivnike.",8,170,134,FALSE,FALSE,generation-v,75,65,55,65,55,69
Kažu da mirno provodi vreme duboko na dnu mora jer su njegove moći prejake. Za njega se kaže da je čuvar mora. Priča se da je viđen u noći oluje. Ima neverovatnu sposobnost da smiri besne oluje. Kažu da se LUGIJA pojavljuje kada počnu oluje.,52,2160,306,TRUE,FALSE,generation-ii,106,90,130,90,154,110
"Ima veoma meko telo. Ako počne da se kotrlja, odskočiće i nemoguće je zaustaviti se. Njegovo izuzetno fleksibilno i elastično telo čini ga da neprekidno odskače u levu - bilo kada, bilo gde. Umesto da hoda svojim kratkim nogama, kreće se poskakujući po svom mekom, nežnom telu.",3,10,42,FALSE,FALSE,generation-ii,90,30,15,40,20,15
"Plen mami tako što pleše i maše kapama za ruke, koje podsećaju na poke loptice, u njihajućem pokretu. Pokazuju svoje Poke Ball kape kako bi namamili plen, ali vrlo mali broj Pokemona je prevaren ovim. Pomera kape na obe ruke i igra ples kako bi namamio plen. Preferira vlažna mesta.",6,105,162,FALSE,FALSE,generation-v,114,85,70,85,80,30
"Može se vratiti na lokaciju svog trenera bez obzira na razdaljinu koja ih deli. Mnogi ljudi veruju da duboko u šumi gde Trankuill živi, postoji mirno mesto gde nema rata. Gde god da ide, zna gde mu je gnezdo, tako da se nikada ne odvaja od svog trenera.",6,150,125,FALSE,FALSE,generation-v,62,77,62,50,42,65
"Ima mnogo skrivenih mogućnosti, kao što su vrhovi prstiju koji mogu da pucaju u vodu i membrana na leđima koju može da koristi da klizi kroz vazduh. Njegove membrane omogućavaju mu da odabere slabe tačke neprijatelja tako da može precizno da ih raznese vodom koja puca sa vrhova njegovih prstiju brzinom od 3 maha.",19,452,265,FALSE,FALSE,generation-viii,70,85,65,125,65,120
"PELIPPER je leteći transporter koji nosi male POKeMON i jaja u svom ogromnom kljunu. Ovaj POKeMON gradi svoje gnezdo na strmim liticama okrenutim ka moru. PELIPPER traži hranu dok je u letu tako što prelistava vrhove talasa. Ovaj POKeMON uranja svoj veliki kljun u more da pokupi hranu, a zatim sve proguta u jednom velikom gutljaju. Prelazi vrhove talasa dok leti. Kada uoči plen, koristi svoj veliki kljun da zahvati žrtvu vodom. U kljunu štiti svoja jaja.",12,280,154,FALSE,FALSE,generation-iii,60,50,100,95,70,65
"MASKUERAIN zastrašuje neprijatelje šarama nalik na oči na svojim antenama. Ovaj POKeMON maše svoja četiri krila da slobodno leti u bilo kom pravcu - čak i bočno i unazad - kao da je helikopter. MASKUERAIN-ove antene imaju šare poput očiju koje mu obično daju ljutit izgled. Ako su „oči“ spuštene i izgledaju tužno, kaže se da je to znak da je obilna kiša na putu. Zastrašuje neprijatelje velikim šarama nalik na oči na svojim antenama. Pošto ne može da leti ako mu se pokvase krila, skloni se od kiše ispod velikog drveća i streha.",8,36,159,FALSE,FALSE,generation-iii,70,60,62,100,82,80
"SABLEJI vode mirne živote duboko u pećinama. Međutim, strahuju od njih, jer se smatra da ovi POKeMON kradu duhove ljudi kada im oči gore zlokobnim sjajem u tami. SABLEJ kopa zemlju naoštrenim kandžama da pronađe kamenje koje jede. Supstance u pojedenim stenama kristališu i uzdižu se do površine tela POKeMON-a. Kopa rupe za grane u pećinama koristeći svoje oštre kandže u potrazi za hranom - sirovim draguljima. SABOL vreba u mraku i retko se viđa.",5,110,133,FALSE,FALSE,generation-iii,50,75,75,65,65,50
"Često se nalazi u šumama, jedu lišće. Na glavi ima oštar otrovni ubod. Čuvajte se oštrog uboda na njegovoj glavi. Krije se u travi i žbunju gde jede lišće. Njegov otrovni ubod je veoma moćan. Njegovo telo jarkih boja ima za cilj da upozori svoje neprijatelje.",3,32,39,FALSE,FALSE,generation-i,40,35,30,20,20,50
Prijateljski Pokemon koji hvata suptilne tokove morske vode koristeći svoje dve antene. Naučnici su otkrili da se karakteristični uzorci na leđima razlikuju po regionima. Ljudi organizuju obilaske da vide ovog Pokemona kako se zabavlja i prelazi vrhove talasa uz REMORAID.,10,650,69,FALSE,FALSE,generation-iv,45,20,50,60,120,50
"Činčou žmirkaju blistavim antenama jedna na drugu da bi preuzeli svoj teren. Ona ispaljuje pozitivnu i negativnu struju između vrhova svoje dve antene i uništava svoje neprijatelje. Na tamnom okeanskom dnu, njegovo jedino sredstvo komunikacije su svetla koja stalno trepere.",5,120,66,FALSE,FALSE,generation-ii,75,38,38,56,56,67
"Novorođenče retko izlazi iz zaštitne torbe svoje majke sve dok ne napuni 3 godine. Odgaja svoje mlade u trbušnoj kesi. Neće bežati ni od kakve borbe da bi zaštitio svoje mlade. Ako je bezbedno, mladi izlaze iz trbušne kese da se igraju. Odrasla osoba pažljivo prati dete.",22,800,172,FALSE,FALSE,generation-i,105,95,80,40,80,90
Oslanja se na svoju čvrstu školjku da odbije napade predatora. Kontranapada svojim oštrim perima. Oni jačaju donji deo tela naletanjem jedno na drugo. Veoma su ljubazni i neće započeti svađu.,7,290,142,FALSE,FALSE,generation-vi,61,78,95,56,58,57
"Zvezdano nebo udaljeno hiljadama svetlosnih godina vidljivo je u prostoru iskrivljeno njihovom intenzivnom psihičkom moći. Oni mogu predvideti budućnost na osnovu položaja i kretanja zvezda. Oni mogu da vide životni vek trenera. Može da vidi budućnost iz kretanja zvezda. Kada sazna životni vek svog trenera, plače od tuge.",15,440,221,FALSE,FALSE,generation-v,70,55,95,95,110,65
"POKeMON koji je vaskrsao iz fosila pronađenog na onome što je nekada bilo dno okeana pre eona. POKeMON koji je pronađen iz fosila. Koristi oči na leđima dok se skriva na morskom dnu. U retkim prilikama, neki su pronađeni kao fosili koji su postali dok su se skrivali na dnu okeana.",5,115,71,FALSE,FALSE,generation-i,30,80,90,55,45,55
"It crawls onto the land in search of food. Njegov vodeni mehur omogućava mu da diše i štiti njegovu meku glavu. Kada naiđe na neprijatelje ili potencijalni plen, ovaj Pokemon razbija svoju glavu prekrivenu vodenim mehurićima u njih. Kada se dva Devpidera sretnu, oni pokazuju svoje vodene mehuriće jedan drugom. Tada onaj sa manjim mehurićem sklanja se drugom s puta.",3,40,54,FALSE,FALSE,generation-vii,38,40,52,40,72,27
Slatka aroma nežno dopire iz lista na glavi. Poslušan je i voli da upija sunčeve zrake. Njegovi prijatno aromatični listovi imaju sposobnost da provere vlažnost i temperaturu. Voli da se kupa na suncu. Koristi list na glavi da traži topla mesta.,9,64,64,FALSE,FALSE,generation-ii,45,49,65,49,65,45
"Iz nosa emituje zvučne talase različitih frekvencija, uključujući i neke dovoljno moćne da unište stene. Svako ko dođe u kontakt sa ultrazvučnim talasima koje emituje mužjak koji se udvara, doživljava pozitivnu promenu raspoloženja. Snažno trese repom kada emituje ultrazvučne talase dovoljno jake da beton pretvore u ruševine.",9,105,149,FALSE,FALSE,generation-v,67,57,55,77,55,114
"Ovaj bezbrižni POKeMON ima opuštenu prirodu. Dok pliva, uvek naleti na trup čamaca. Zbog svog opuštenog i bezbrižnog stava, često se udara glavom o kamene gromade i trupove čamaca dok pliva. Telo mu je uvek ljigavo. Često udara glavom o dno reke dok pliva, ali izgleda da ga nije briga.",14,750,151,FALSE,FALSE,generation-ii,95,85,85,65,65,35
"Mistični POKeMON koji odiše nežnom aurom. Ima sposobnost da menja klimatske uslove. Prema rečima svedoka, njegovo telo je bilo okruženo čudnom aurom koja mu je davala mističan izgled. Kažu da ako emituje auru iz celog tela, vreme će odmah početi da se menja.",40,165,147,FALSE,FALSE,generation-i,61,84,65,70,70,70
"Pokemon koji je lutao nebom u eri dinosaurusa. Zubi su mu kao listovi testere. Svirepi, praistorijski POKeMON koji napada grlo neprijatelja svojim nazubljenim očnjacima nalik na testere. Divlji POKeMON koji je izumro u davna vremena. Vaskrsao je pomoću DNK uzete iz ćilibara.",18,590,180,FALSE,FALSE,generation-i,80,105,65,60,75,130
"Koristi različite vrste vapaja za komunikaciju sa drugima svoje vrste i za progon svog plena. Da bi ugrijali plen, oni međusobno proveravaju lokaciju koristeći lajanje koje samo oni mogu da razumeju. Oko zore, njegov zloslutni urlik odjekuje područjem da objavi da je ovo njegova teritorija.",6,108,66,FALSE,FALSE,generation-ii,45,60,30,80,50,65
Veze između ovih Pokemona su veoma jake. Štiti sigurnost svog čopora prevarivši svoje protivnike. Svaki od njih ima sposobnost da prevari veliku grupu ljudi istovremeno. Svoju jazbinu štite iluzornim pejzažima. Priče kažu da su oni koji su pokušali da uhvate Zoroarka bili zarobljeni u iluziji i kažnjeni.,16,811,179,FALSE,FALSE,generation-v,60,105,60,120,60,105
"Poznato kao „Biće znanja“. Kažu da može da izbriše sećanje onima koji vide njene oči. Kaže se da je njegovo pojavljivanje dalo ljudima inteligenciju da poboljšaju kvalitet svog života. Kada je UKSIE leteo, ljudi su stekli sposobnost da rešavaju probleme. Bilo je to rođenje znanja.",3,3,261,TRUE,FALSE,generation-iv,75,75,130,75,130,95
"Vulkani izbijaju kada laje. Nesposoban da obuzda svoju ekstremnu moć, juri glavom oko zemlje. POKeMON koji juri zemljom. Kažu da se čovek rađa svaki put kada se pojavi novi vulkan. Ovaj čvrsti POKeMON kruži zemljom, izbijajući plamen žešći od magme vulkana.",21,1980,261,TRUE,FALSE,generation-ii,115,115,85,90,75,100
"Trepćućim udarom svojih džinovskih oštrih kandži cepa morsku vodu — ili čak vazduh — na dva dela. Vešto se bori sa svojih šest ruku, ali većinu vremena provodi mirno meditirajući u pećinama duboko ispod mora. Školjka koja pokriva njegovo telo je tvrda kao dijamant. Ovaj Pokemon će učiniti sve što je potrebno da pobedi.",20,1080,186,FALSE,FALSE,generation-vii,75,125,140,60,90,40
"GOREBISS živi u južnim morima na ekstremnim dubinama. Njegovo telo je izgrađeno da izdrži ogroman pritisak vode na neverovatnim dubinama. Zbog toga je telo ovog POKeMON-a nepovređeno običnim napadima. Iako je GOREBISS sama slika elegancije i lepote tokom plivanja, on je i surov. Kada uoči plen, ovaj POKeMON ubacuje svoja tanka usta u telo plena i ispušta iz plena njegove telesne tečnosti. GOREBISS sifonira telesne tečnosti plena kroz svoja tanka, cevasta usta. Njegova svetloružičasta boja tela postaje živa kada završi hranjenje.",18,226,170,FALSE,FALSE,generation-iii,55,84,105,114,75,52
"Odmahuje glavom unazad, uzrokujući da se njegove antene udaraju jedna o drugu i zvuče kao ksilofon. Razgovara sa drugima koristeći zvukove svojih antena koje se sudaraju. Ovi zvuci su obeležja jeseni. Njegove noge su kratke. Kad god se spotakne, njegove ukočene antene škljocaju sa zvukom nalik ksilofonu.",3,22,39,FALSE,FALSE,generation-iv,37,25,41,25,41,25
"Može da zaustavi pokrete svojih protivnika samo bleštanjem. On uzima sunčevu energiju i pojačava je iznutra. Oni podižu glave da zastraše protivnike, ali daju sve od sebe samo kada se bore protiv moćnog protivnika. Daje sve od sebe samo protiv jakih protivnika koje ne uznemirava sjaj Serperiorovih plemenitih očiju.",33,630,238,FALSE,FALSE,generation-v,75,75,95,75,95,113
"Ako POLIVAG i POLIVHIRL čuju njegov krik koji odjekuje, oni odgovaraju okupljanjem iz daljine. Kad god se tri ili više njih okupe, pevaju glasnim glasom koji zvuči kao urlanje. Kada raširi grlo da bi iskričao melodiju, obližnji POLIVAG i POLIVHIRL se odmah okupljaju.",11,339,225,FALSE,FALSE,generation-ii,90,75,75,90,100,70
"Uz pomoć mekih jastučića na nogama, nečujno upada u prodavnice hrane drugih Pokemona. Ona preživljava od svojih nezakonito stečenih dobitaka. Lukav i oprezan, ovaj Pokemon preživljava kradući hranu od drugih. Briše svoje tragove potezima repa dok beži sa svojom pljačkom.",6,89,49,FALSE,FALSE,generation-viii,40,28,28,47,52,50
"Celo telo je obavijeno širokim lozama koje su slične morskoj travi. Njegove loze se tresu dok hoda. Njegov identitet je zamagljen masama guste, plave loze. Kažu da vinova loza nikada ne prestaje da raste. Loze koje pokrivaju celo njegovo telo uvek se tresu. Oni efikasno nerviraju njegove neprijatelje.",10,350,87,FALSE,FALSE,generation-i,65,55,115,100,40,60
"Što Thvackei brže može da pobedi ritam sa svoja dva štapa, to više poštovanja osvaja od svojih vršnjaka. Kada bubnja brze udarce u borbi, toliko se uhvati u ritam da neće ni primetiti da je već nokautirao svog protivnika.",7,140,147,FALSE,FALSE,generation-viii,70,85,70,55,60,80
"Njegov ugriz ubrizgava moćan otrov, dovoljan da parališe velike ptičje pokemone koji pokušavaju da ga ulove. Otkriva šta se dešava oko njega koristeći pipače na glavi i repu. To je brutalno agresivno. Koristeći pipače na glavi i repu, ona hvata vibracije u vazduhu da bi odredila lokaciju i stanje svog plena.",4,53,52,FALSE,FALSE,generation-v,30,45,59,30,39,57
Njegova kopita su 10 puta tvrđa od dijamanata. Može da zgazi bilo šta potpuno ravno za kratko vreme. Sposoban da skače neverovatno visoko. Njegova kopita i čvrste noge apsorbuju udarce teškog sletanja. To je slab trkač odmah nakon rođenja. Postepeno postaje brži jureći za svojim roditeljima.,10,300,82,FALSE,FALSE,generation-i,50,85,55,65,65,90
"Kažu da stoji mirno i tiho jer istovremeno vidi i prošlost i budućnost. U Južnoj Americi se kaže da njeno desno oko vidi budućnost, a levo oko prošlost. Kada počne da meditira na izlasku sunca, proći će ceo dan pre nego što će se ponovo pokrenuti.",15,150,165,FALSE,FALSE,generation-ii,65,75,70,95,70,95
"Ima opaki temperament, suprotno onome što njegov izgled može sugerisati. Svojim dugačkim telima obavija plen, a zatim uvlači plen u svoju jazbinu. Različiti riblji pokemoni, Vugtrio se nekada smatrao regionalnim oblikom Dugtria.",12,54,149,FALSE,FALSE,generation-ix,35,100,50,50,70,120
"Iz kljuna izbacuje žar koji zapali visoku travu. Zatim se baci na zbunjeni plen koji iskoči iz trave. Što je plamena vreća na njenom stomaku toplija, to brže može da leti, ali je potrebno neko vreme da se vatra raspali. Iz kljuna ispaljuje žeravicu na svoj plen. Kada ih uhvati, peče ih na visokoj vatri pre nego što ih pojede.",7,160,134,FALSE,FALSE,generation-vi,62,73,55,56,52,84
"Ova Ultra Zver se pojavila iz drugog sveta. Pokazuje svoje telo, ali ostaje nejasno da li je taj prikaz hvalisanje ili pretnja. Misteriozni oblik života nazvan Ultra zver. Svedoci su videli da je jednim udarcem udario u prah kiper. Iako je stran ovom svetu i predstavlja opasnost ovde, to je očigledno uobičajen organizam u svetu gde inače živi.",24,3336,257,FALSE,FALSE,generation-vii,107,139,139,53,53,79
"Emituje krike tako što agitira kuglu u zadnjem delu svog grla. Kreće se uz flouning hmelja. Svaki put kada skoči, proizvodi zvuk zvona. Zaglušuje neprijatelje emitujući visokofrekventne krike. U ustima mu je kugla. Kada skoči, kugla se poskakuje i proizvodi zvonjavu.",2,6,57,FALSE,FALSE,generation-iv,45,30,50,65,50,45
"Veoma je inteligentan i smiren. Izloženost puno sunčeve svetlosti čini njegove pokrete bržima. Oni fotosintezuju kupajući svoje repove sunčevom svetlošću. Kada se ne osećaju dobro, repovi im klonu. Izlaganje sunčevoj svetlosti čini njegove pokrete bržima. Koristi vinovu lozu veštije od svojih ruku.",6,81,62,FALSE,FALSE,generation-v,45,45,55,45,55,63
"Kada koristi svoj specijalni štap da pokrene ritam, proizvedeni zvučni talasi prenose revitalizirajuću energiju na biljke i cveće u okolini. Napada brzim udarcima štapa. Kako udara neverovatnom brzinom, postaje sve više i više pumpan.",3,50,62,FALSE,FALSE,generation-viii,50,65,50,40,40,65
